ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
ND-083,Sheridan County,North Dakota,40.6,102,1.5,39.1
ND-085,Sioux County,North Dakota,42.5,83,0.6,42
ND-087,Slope County,North Dakota,42.7,79,0.7,42
ND-089,Stark County,North Dakota,41.9,86,0.8,41.1
ND-091,Steele County,North Dakota,39.2,58,0.2,39
ND-093,Stutsman County,North Dakota,40.7,95,1.1,39.6
ND-095,Towner County,North Dakota,38.3,109,2,36.3
ND-097,Traill County,North Dakota,40.1,57,0.2,39.9
ND-099,Walsh County,North Dakota,39.4,104,1.5,37.8
ND-101,Ward County,North Dakota,40.3,94,1.1,39.2
ND-103,Wells County,North Dakota,39.6,91,1,38.6
ND-105,Williams County,North Dakota,40.4,93,1.3,39.1
OH-001,Adams County,Ohio,54.5,120,1.7,52.8
OH-003,Allen County,Ohio,52.1,122,2.1,50
OH-005,Ashland County,Ohio,51,122,2.3,48.6
OH-007,Ashtabula County,Ohio,50.3,122,2.9,47.4
OH-009,Athens County,Ohio,53.8,121,1.8,51.9
OH-011,Auglaize County,Ohio,51.8,121,1.7,50.1
OH-013,Belmont County,Ohio,52.2,120,1.6,50.6
OH-015,Brown County,Ohio,54.1,120,1.8,52.4
OH-017,Butler County,Ohio,54.2,120,1.9,52.2
OH-019,Carroll County,Ohio,51.6,121,2.4,49.2
OH-021,Champaign County,Ohio,51.7,120,1.5,50.2
OH-023,Clark County,Ohio,52.7,121,1.9,50.8
OH-025,Clermont County,Ohio,54.8,121,2,52.8
OH-027,Clinton County,Ohio,53.4,121,2.1,51.3
OH-029,Columbiana County,Ohio,50.8,120,2,48.8
OH-031,Coshocton County,Ohio,52.1,121,2.1,50
OH-033,Crawford County,Ohio,51.5,122,2.5,49
OH-035,Cuyahoga County,Ohio,52,122,2.8,49.2
OH-037,Darke County,Ohio,52.3,121,2.1,50.2
OH-039,Defiance County,Ohio,51.2,121,1.9,49.3
OH-041,Delaware County,Ohio,52.5,120,1.7,50.8
OH-043,Erie County,Ohio,51.9,121,1.8,50.1
OH-045,Fairfield County,Ohio,53.2,121,1.9,51.3
OH-047,Fayette County,Ohio,53.2,121,2,51.1
OH-049,Franklin County,Ohio,53.6,121,1.9,51.7
OH-051,Fulton County,Ohio,51.1,122,2.3,48.8
OH-053,Gallia County,Ohio,54.5,114,1.1,53.4
OH-055,Geauga County,Ohio,50.2,122,3,47.2
OH-057,Greene County,Ohio,53.5,122,2.1,51.3
OH-059,Guernsey County,Ohio,52.5,121,1.9,50.6
OH-061,Hamilton County,Ohio,55.2,122,2,53.1
OH-063,Hancock County,Ohio,52.6,122,2.8,49.8
OH-065,Hardin County,Ohio,52.5,123,2.7,49.8
OH-067,Harrison County,Ohio,52,121,2.1,49.9
OH-069,Henry County,Ohio,51.8,122,2.3,49.4
OH-071,Highland County,Ohio,53.6,121,2,51.6
OH-073,Hocking County,Ohio,53.2,121,1.8,51.4
OH-075,Holmes County,Ohio,51.3,121,2.1,49.2
OH-077,Huron County,Ohio,51.2,122,1.9,49.3
OH-079,Jackson County,Ohio,54.1,120,1.6,52.4
OH-081,Jefferson County,Ohio,51.9,120,1.6,50.3
OH-083,Knox County,Ohio,51,120,1.7,49.3
OH-085,Lake County,Ohio,51.5,122,3.1,48.4
OH-087,Lawrence County,Ohio,55.5,121,1.9,53.6
OH-089,Licking County,Ohio,52.2,121,1.8,50.4
OH-091,Logan County,Ohio,51.4,120,1.7,49.7
OH-093,Lorain County,Ohio,51.4,121,1.7,49.7
OH-095,Lucas County,Ohio,52.7,123,3,49.7
OH-097,Madison County,Ohio,52.9,122,1.9,50.9
OH-099,Mahoning County,Ohio,50.7,121,2.6,48.1
OH-101,Marion County,Ohio,52.3,121,2.3,50
OH-103,Medina County,Ohio,51.5,122,2.4,49
OH-105,Meigs County,Ohio,53.9,117,1.1,52.8
OH-107,Mercer County,Ohio,51.6,120,1.7,49.9
OH-109,Miami County,Ohio,53.3,122,2.3,50.9
OH-111,Monroe County,Ohio,52.7,120,1.5,51.2
OH-113,Montgomery County,Ohio,53.9,122,2.3,51.6
OH-115,Morgan County,Ohio,53.4,121,1.9,51.5
OH-117,Morrow County,Ohio,51.1,120,1.9,49.2
OH-119,Muskingum County,Ohio,53,121,2.2,50.8
OH-121,Noble County,Ohio,53,121,1.9,51.2
OH-123,Ottawa County,Ohio,52.4,122,2.2,50.1
OH-125,Paulding County,Ohio,51.4,120,1.7,49.7
OH-127,Perry County,Ohio,52.8,121,2,50.8
OH-129,Pickaway County,Ohio,54.1,121,1.9,52.1
OH-131,Pike County,Ohio,54.5,121,2.1,52.4
OH-133,Portage County,Ohio,51.2,122,3.3,47.9
OH-135,Preble County,Ohio,52.4,120,1.7,50.7
OH-137,Putnam County,Ohio,52,122,2.2,49.9
OH-139,Richland County,Ohio,51,122,2.6,48.3
OH-141,Ross County,Ohio,54.2,121,2,52.2
OH-143,Sandusky County,Ohio,52.1,122,2,50.1
OH-145,Scioto County,Ohio,54.9,121,2,53
OH-147,Seneca County,Ohio,51.7,122,2.1,49.6
OH-149,Shelby County,Ohio,51.8,120,1.7,50.1
OH-151,Stark County,Ohio,52.2,122,3.4,48.8
OH-153,Summit County,Ohio,52.4,122,3.5,48.9
OH-155,Trumbull County,Ohio,50.5,122,2.8,47.7
OH-157,Tuscarawas County,Ohio,52.2,121,2.4,49.8
OH-159,Union County,Ohio,52.2,120,1.7,50.5
OH-161,Van Wert County,Ohio,51.5,120,1.6,49.9
OH-163,Vinton County,Ohio,53.5,120,1.6,51.9
OH-165,Warren County,Ohio,54.4,121,2.2,52.2
OH-167,Washington County,Ohio,54.4,121,2.1,52.3
OH-169,Wayne County,Ohio,51.3,122,2.3,49
OH-171,Williams County,Ohio,50.4,121,2,48.4
OH-173,Wood County,Ohio,52.5,122,2.6,49.9
OH-175,Wyandot County,Ohio,52.7,123,2.8,49.8
OK-001,Adair County,Oklahoma,59.4,106,0.8,58.6
OK-003,Alfalfa County,Oklahoma,59,100,1,58
OK-005,Atoka County,Oklahoma,62.7,106,0.7,62
OK-007,Beaver County,Oklahoma,57.6,97,0.9,56.7
OK-009,Beckham County,Oklahoma,61.1,122,1.8,59.3
OK-011,Blaine County,Oklahoma,60,103,1,58.9
OK-013,Bryan County,Oklahoma,63.7,116,1.1,62.6
OK-015,Caddo County,Oklahoma,61,107,1.1,59.9
OK-017,Canadian County,Oklahoma,60.6,109,1.2,59.4
OK-019,Carter County,Oklahoma,62.6,70,0.2,62.4
OK-021,Cherokee County,Oklahoma,60,85,0.5,59.5
OK-023,Choctaw County,Oklahoma,63.2,117,1.1,62.2
OK-025,Cimarron County,Oklahoma,54.9,86,0.4,54.5
OK-027,Cleveland County,Oklahoma,61.2,94,0.7,60.5
OK-029,Coal County,Oklahoma,62.4,98,0.6,61.9
OK-031,Comanche County,Oklahoma,62.2,108,1,61.2
OK-033,Cotton County,Oklahoma,63.3,109,0.9,62.4
OK-035,Craig County,Oklahoma,58.9,79,0.3,58.6
OK-037,Creek County,Oklahoma,60.6,103,0.7,59.9
OK-039,Custer County,Oklahoma,60.1,112,1.2,58.8
OK-041,Delaware County,Oklahoma,59,89,0.5,58.5
OK-043,Dewey County,Oklahoma,59.1,98,1,58.1
OK-045,Ellis County,Oklahoma,58.5,113,1.2,57.3
OK-047,Garfield County,Oklahoma,59.7,99,1.1,58.6
OK-049,Garvin County,Oklahoma,61.9,79,0.3,61.5
OK-051,Grady County,Oklahoma,61.4,104,1.1,60.3
OK-053,Grant County,Oklahoma,59,95,1,58
OK-055,Greer County,Oklahoma,61.9,114,1.5,60.4
OK-057,Harmon County,Oklahoma,62.5,120,1.6,60.8
OK-059,Harper County,Oklahoma,58.2,94,0.9,57.4
OK-061,Haskell County,Oklahoma,61.8,97,0.7,61.1
OK-063,Hughes County,Oklahoma,61.6,96,0.5,61.1
OK-065,Jackson County,Oklahoma,62.9,117,1.4,61.4
OK-067,Jefferson County,Oklahoma,63.3,92,0.4,62.9
OK-069,Johnston County,Oklahoma,62.7,98,0.6,62.1
OK-071,Kay County,Oklahoma,59.2,102,0.9,58.2
OK-073,Kingfisher County,Oklahoma,60.5,98,0.8,59.7
OK-075,Kiowa County,Oklahoma,61.8,112,1.3,60.5
OK-077,Latimer County,Oklahoma,61.5,91,0.6,60.9
OK-079,Le Flore County,Oklahoma,61.3,111,1,60.3
OK-081,Lincoln County,Oklahoma,60.8,80,0.5,60.4
OK-083,Logan County,Oklahoma,60.5,94,0.8,59.7
OK-085,Love County,Oklahoma,63.4,83,0.4,63
OK-087,McClain County,Oklahoma,61.5,99,0.8,60.6
OK-089,McCurtain County,Oklahoma,62.6,121,1.7,61
OK-091,McIntosh County,Oklahoma,61.8,99,0.6,61.1
OK-093,Major County,Oklahoma,59.4,96,0.9,58.6
OK-095,Marshall County,Oklahoma,63.4,95,0.6,62.8
OK-097,Mayes County,Oklahoma,59.6,55,0,59.6
OK-099,Murray County,Oklahoma,62.1,77,0.3,61.8
OK-101,Muskogee County,Oklahoma,61.5,98,0.6,60.8
OK-103,Noble County,Oklahoma,60.1,102,1.1,59
OK-105,Nowata County,Oklahoma,59,84,0.4,58.6
OK-107,Okfuskee County,Oklahoma,61.2,96,0.6,60.7
OK-109,Oklahoma County,Oklahoma,60.9,93,0.8,60.1
OK-111,Okmulgee County,Oklahoma,61.3,96,0.5,60.8
OK-113,Osage County,Oklahoma,59.2,99,0.7,58.5
OK-115,Ottawa County,Oklahoma,59.2,114,1,58.2
OK-117,Pawnee County,Oklahoma,60.2,112,0.9,59.2
OK-119,Payne County,Oklahoma,60.5,101,1,59.5
OK-121,Pittsburg County,Oklahoma,61.8,85,0.4,61.4
OK-123,Pontotoc County,Oklahoma,61.8,91,0.4,61.4
OK-125,Pottawatomie County,Oklahoma,61.3,93,0.4,60.8
OK-127,Pushmataha County,Oklahoma,62,112,0.9,61.1
OK-129,Roger Mills County,Oklahoma,60,120,1.6,58.4
OK-131,Rogers County,Oklahoma,60,91,0.6,59.4
OK-133,Seminole County,Oklahoma,61.3,91,0.4,60.9
OK-135,Sequoyah County,Oklahoma,61.4,108,0.9,60.4
OK-137,Stephens County,Oklahoma,62.2,91,0.5,61.7
OK-139,Texas County,Oklahoma,57,96,1,56
OK-141,Tillman County,Oklahoma,63.3,112,1.2,62.1
OK-143,Tulsa County,Oklahoma,60.6,103,0.8,59.9
OK-145,Wagoner County,Oklahoma,60.9,90,0.5,60.4
OK-147,Washington County,Oklahoma,59.2,94,0.7,58.6
OK-149,Washita County,Oklahoma,60.8,109,1.2,59.6
OK-151,Woods County,Oklahoma,58.4,96,0.9,57.5
OK-153,Woodward County,Oklahoma,58.4,96,0.9,57.5
OR-001,Baker County,Oregon,46.3,118,1.9,44.4
OR-003,Benton County,Oregon,52.9,120,1.4,51.5
OR-005,Clackamas County,Oregon,49.3,120,1.7,47.6
OR-007,Clatsop County,Oregon,50.6,119,1.7,48.9
OR-009,Columbia County,Oregon,51.5,120,1.8,49.7
OR-011,Coos County,Oregon,53.1,115,1.9,51.2
OR-013,Crook County,Oregon,46.7,121,2,44.7
OR-015,Curry County,Oregon,53.5,120,2,51.5
OR-017,Deschutes County,Oregon,45.2,121,1.8,43.3
OR-019,Douglas County,Oregon,51.7,120,1.9,49.8
OR-021,Gilliam County,Oregon,51,116,2,49.1
OR-023,Grant County,Oregon,45,118,1.7,43.3
OR-025,Harney County,Oregon,47,120,2.3,44.7
OR-027,Hood River County,Oregon,46.5,120,2,44.6
OR-029,Jackson County,Oregon,51.2,120,2,49.2
OR-031,Jefferson County,Oregon,48.4,121,2,46.4
OR-033,Josephine County,Oregon,52.1,120,2.3,49.8
OR-035,Klamath County,Oregon,45.6,121,2.4,43.2
OR-037,Lake County,Oregon,46.1,120,2.2,43.9
OR-039,Lane County,Oregon,50.6,120,1.5,49.1
OR-041,Lincoln County,Oregon,52.1,120,1.2,50.9
OR-043,Linn County,Oregon,50,120,1.5,48.5
OR-045,Malheur County,Oregon,48.8,116,1.8,47
OR-047,Marion County,Oregon,50.6,120,1.6,49
OR-049,Morrow County,Oregon,50.5,118,2,48.5
OR-051,Multnomah County,Oregon,52.3,120,1.9,50.5
OR-053,Polk County,Oregon,52.6,120,1.6,50.9
OR-055,Sherman County,Oregon,50.9,119,1.9,48.9
OR-057,Tillamook County,Oregon,50.2,120,1.6,48.7
OR-059,Umatilla County,Oregon,49.5,120,2.1,47.5
OR-061,Union County,Oregon,45.2,119,1.8,43.3
OR-063,Wallowa County,Oregon,44.1,116,1.4,42.6
OR-065,Wasco County,Oregon,49.3,120,1.9,47.4
OR-067,Washington County,Oregon,51.8,120,1.7,50.1
OR-069,Wheeler County,Oregon,47.9,120,1.7,46.3
OR-071,Yamhill County,Oregon,52.5,120,1.6,50.9
PA-001,Adams County,Pennsylvania,53.6,122,2.5,51.1
PA-003,Allegheny County,Pennsylvania,52.5,122,1.9,50.7
PA-005,Armstrong County,Pennsylvania,50.7,122,2,48.7
PA-007,Beaver County,Pennsylvania,51.5,119,1.4,50
PA-009,Bedford County,Pennsylvania,51.7,122,2.1,49.6
PA-011,Berks County,Pennsylvania,53.4,122,2.8,50.6
PA-013,Blair County,Pennsylvania,50.3,121,1.9,48.5
PA-015,Bradford County,Pennsylvania,48,122,2,45.9
PA-017,Bucks County,Pennsylvania,54.2,122,3.4,50.8
PA-019,Butler County,Pennsylvania,50.3,118,1.7,48.6
PA-021,Cambria County,Pennsylvania,48.5,121,1.6,46.9
PA-023,Cameron County,Pennsylvania,47.8,118,1.2,46.7
PA-025,Carbon County,Pennsylvania,49,120,2.5,46.6
PA-027,Centre County,Pennsylvania,49.5,122,1.4,48.1
PA-029,Chester County,Pennsylvania,54.2,122,2.7,51.5
PA-031,Clarion County,Pennsylvania,49.3,121,2.2,47.1
PA-033,Clearfield County,Pennsylvania,48.6,121,1.7,46.8
PA-035,Clinton County,Pennsylvania,49,118,1.3,47.7
PA-037,Columbia County,Pennsylvania,50,122,2.2,47.9
PA-039,Crawford County,Pennsylvania,49,122,2.6,46.3
PA-041,Cumberland County,Pennsylvania,53.6,123,2.5,51.1
PA-043,Dauphin County,Pennsylvania,53.1,124,2.9,50.2
PA-045,Delaware County,Pennsylvania,56,122,2.9,53
PA-047,Elk County,Pennsylvania,48,122,2.6,45.5
PA-049,Erie County,Pennsylvania,49.3,122,2.8,46.6
PA-051,Fayette County,Pennsylvania,51.4,121,1.6,49.7
PA-053,Forest County,Pennsylvania,48.3,122,2.4,45.9
PA-055,Franklin County,Pennsylvania,53.2,122,2.2,50.9
PA-057,Fulton County,Pennsylvania,52.8,123,2.3,50.5
PA-059,Greene County,Pennsylvania,52.5,121,1.8,50.7
PA-061,Huntingdon County,Pennsylvania,51.8,122,2,49.8
PA-063,Indiana County,Pennsylvania,50,121,1.8,48.2
PA-065,Jefferson County,Pennsylvania,48.8,122,2.4,46.3
PA-067,Juniata County,Pennsylvania,52.3,122,1.8,50.4
PA-069,Lackawanna County,Pennsylvania,48.4,124,2.7,45.7
PA-071,Lancaster County,Pennsylvania,54,122,2.8,51.2
PA-073,Lawrence County,Pennsylvania,50.5,113,1.7,48.8
PA-075,Lebanon County,Pennsylvania,53.1,122,3,50.1
PA-077,Lehigh County,Pennsylvania,53,122,3.2,49.8
PA-079,Luzerne County,Pennsylvania,48.7,122,2.3,46.4
PA-081,Lycoming County,Pennsylvania,49.1,122,2,47.1
PA-083,McKean County,Pennsylvania,47.1,122,2.6,44.5
PA-085,Mercer County,Pennsylvania,49.7,121,2.4,47.2
PA-087,Mifflin County,Pennsylvania,51.5,122,1.7,49.9
PA-089,Monroe County,Pennsylvania,48.5,120,2.5,46
PA-091,Montgomery County,Pennsylvania,54.9,122,3.2,51.7
PA-093,Montour County,Pennsylvania,51.1,122,2.2,48.8
PA-095,Northampton County,Pennsylvania,52.1,122,3.3,48.8
PA-097,Northumberland County,Pennsylvania,51.3,123,2.3,49
PA-099,Perry County,Pennsylvania,52.8,123,2.3,50.5
PA-101,Philadelphia County,Pennsylvania,56.6,122,3.5,53.1
PA-103,Pike County,Pennsylvania,48.3,122,2.5,45.8
PA-105,Potter County,Pennsylvania,46.6,122,1.5,45.1
PA-107,Schuylkill County,Pennsylvania,50.6,123,2.5,48.1
PA-109,Snyder County,Pennsylvania,51.6,123,1.9,49.6
PA-111,Somerset County,Pennsylvania,49,121,2.1,46.9
PA-113,Sullivan County,Pennsylvania,46.5,122,1.9,44.6
PA-115,Susquehanna County,Pennsylvania,47.7,123,2.2,45.5
PA-117,Tioga County,Pennsylvania,47,122,1.8,45.3
PA-119,Union County,Pennsylvania,50.8,122,2,48.8
PA-121,Venango County,Pennsylvania,49.2,120,2.4,46.8
PA-123,Warren County,Pennsylvania,47.8,122,2.4,45.4
PA-125,Washington County,Pennsylvania,52.3,121,1.8,50.4
PA-127,Wayne County,Pennsylvania,47.5,123,2.4,45.2
PA-129,Westmoreland County,Pennsylvania,51.6,122,1.7,49.9
PA-131,Wyoming County,Pennsylvania,48.7,122,2.6,46.2
PA-133,York County,Pennsylvania,54.1,123,3,51.1
RI-001,Bristol County,Rhode Island,52.9,124,3.2,49.7
RI-003,Kent County,Rhode Island,51.8,124,3.5,48.4
RI-005,Newport County,Rhode Island,52.7,124,3.2,49.5
RI-007,Providence County,Rhode Island,51.3,124,3.2,48.1
RI-009,Washington County,Rhode Island,52.4,124,3.7,48.7
SC-001,Abbeville County,South Carolina,63,121,1.7,61.3
SC-003,Aiken County,South Carolina,65.3,121,2.3,63
SC-005,Allendale County,South Carolina,65.6,121,1.8,63.8
SC-007,Anderson County,South Carolina,62.3,121,1.9,60.4
SC-009,Bamberg County,South Carolina,65.1,120,1.4,63.7
SC-011,Barnwell County,South Carolina,65.4,121,1.9,63.5
SC-013,Beaufort County,South Carolina,68,121,2.4,65.7
SC-015,Berkeley County,South Carolina,66.3,121,2.2,64.1
SC-017,Calhoun County,South Carolina,65.2,121,1.8,63.4
SC-019,Charleston County,South Carolina,67,121,2.3,64.7
SC-021,Cherokee County,South Carolina,61.1,121,1.6,59.4
SC-023,Chester County,South Carolina,62.1,121,1.4,60.7
SC-025,Chesterfield County,South Carolina,63.3,121,2.3,61
SC-027,Clarendon County,South Carolina,65.2,121,1.7,63.4
SC-029,Colleton County,South Carolina,66.3,121,2.1,64.2
SC-031,Darlington County,South Carolina,64.5,121,2.4,62.1
SC-033,Dillon County,South Carolina,64.6,121,2.5,62.2
SC-035,Dorchester County,South Carolina,66.3,121,2.2,64.1
SC-037,Edgefield County,South Carolina,64.5,121,2,62.6
SC-039,Fairfield County,South Carolina,63,120,1.4,61.6
SC-041,Florence County,South Carolina,65.1,121,2.2,62.9
SC-043,Georgetown County,South Carolina,65,121,1.3,63.7
SC-045,Greenville County,South Carolina,61.2,121,2,59.2
SC-047,Greenwood County,South Carolina,63.3,121,1.6,61.7
SC-049,Hampton County,South Carolina,66.1,121,1.9,64.2
SC-051,Horry County,South Carolina,64.7,121,1.8,62.9
SC-053,Jasper County,South Carolina,67.3,121,2.2,65.1
SC-055,Kershaw County,South Carolina,63.4,121,1.8,61.6
SC-057,Lancaster County,South Carolina,62.3,121,2,60.3
SC-059,Laurens County,South Carolina,62.5,121,1.5,61
SC-061,Lee County,South Carolina,64.3,121,2.1,62.2
SC-063,Lexington County,South Carolina,64.5,120,2.1,62.4
SC-065,McCormick County,South Carolina,63.8,121,1.7,62.1
SC-067,Marion County,South Carolina,65,121,2.1,62.9
SC-069,Marlboro County,South Carolina,64.3,121,2.5,61.8
SC-071,Newberry County,South Carolina,63.3,121,1.6,61.6
SC-073,Oconee County,South Carolina,60.6,120,1.1,59.5
SC-075,Orangeburg County,South Carolina,65.4,121,1.8,63.6
SC-077,Pickens County,South Carolina,61.2,121,2.1,59.1
SC-079,Richland County,South Carolina,64.5,120,1.6,62.8
SC-081,Saluda County,South Carolina,63.8,121,1.8,62
SC-083,Spartanburg County,South Carolina,61.7,121,1.9,59.8
SC-085,Sumter County,South Carolina,64.6,121,1.6,63
SC-087,Union County,South Carolina,62.1,121,1.4,60.7
SC-089,Williamsburg County,South Carolina,65.2,121,1.7,63.5
SC-091,York County,South Carolina,61.6,121,1.7,59.9
SD-003,Aurora County,South Dakota,46.4,88,0.7,45.6
SD-005,Beadle County,South Dakota,45.1,82,0.7,44.4
SD-007,Bennett County,South Dakota,47.2,100,1.2,46
SD-009,Bon Homme County,South Dakota,48,85,0.8,47.3
SD-011,Brookings County,South Dakota,43.4,85,0.6,42.8
SD-013,Brown County,South Dakota,43,95,1,42
SD-015,Brule County,South Dakota,47.2,101,1.2,46
SD-017,Buffalo County,South Dakota,45.8,80,0.7,45.2
SD-019,Butte County,South Dakota,45.3,88,0.8,44.5
SD-021,Campbell County,South Dakota,42.7,56,0.2,42.5
SD-023,Charles Mix County,South Dakota,48.2,93,0.8,47.4
SD-025,Clark County,South Dakota,43.1,91,0.9,42.2
SD-027,Clay County,South Dakota,47.6,87,0.6,47
SD-029,Codington County,South Dakota,42.2,97,1,41.2
SD-031,Corson County,South Dakota,43.4,72,0.4,43
SD-033,Custer County,South Dakota,45.6,87,0.9,44.7
SD-035,Davison County,South Dakota,46,50,-0.1,46.1
SD-037,Day County,South Dakota,41.8,85,0.7,41.1
SD-039,Deuel County,South Dakota,42.8,97,1,41.8
SD-041,Dewey County,South Dakota,44.8,84,0.7,44.1
SD-043,Douglas County,South Dakota,47.1,84,0.5,46.6
SD-045,Edmunds County,South Dakota,42.8,78,0.4,42.4
SD-047,Fall River County,South Dakota,47.3,84,0.9,46.4
SD-049,Faulk County,South Dakota,43.5,84,0.5,43
SD-051,Grant County,South Dakota,43.2,99,1.1,42.1
SD-053,Gregory County,South Dakota,48,102,1,47
SD-055,Haakon County,South Dakota,46.4,79,0.5,45.9
SD-057,Hamlin County,South Dakota,42.9,97,1,41.8
SD-059,Hand County,South Dakota,44.5,83,0.5,44
SD-061,Hanson County,South Dakota,45.7,41,-0.2,45.9
SD-063,Harding County,South Dakota,44.3,104,1.6,42.7
SD-065,Hughes County,South Dakota,46.1,88,0.7,45.4
SD-067,Hutchinson County,South Dakota,47,83,0.7,46.3
SD-069,Hyde County,South Dakota,44.3,86,0.7,43.7
SD-071,Jackson County,South Dakota,47.5,80,0.7,46.9
SD-073,Jerauld County,South Dakota,45.2,74,0.3,44.9
SD-075,Jones County,South Dakota,47,69,0.4,46.6
SD-077,Kingsbury County,South Dakota,43.9,89,0.7,43.2
SD-079,Lake County,South Dakota,44.4,85,0.5,43.9
SD-081,Lawrence County,South Dakota,42.7,76,0.4,42.3
SD-083,Lincoln County,South Dakota,46.5,96,0.9,45.7
SD-085,Lyman County,South Dakota,47.2,87,0.8,46.4
SD-087,McCook County,South Dakota,45.9,93,0.8,45.1
SD-089,McPherson County,South Dakota,41.7,71,0.3,41.4
SD-091,Marshall County,South Dakota,41.3,55,0.2,41.1
SD-093,Meade County,South Dakota,45.9,83,0.7,45.2
SD-095,Mellette County,South Dakota,47.9,86,0.8,47.1
SD-097,Miner County,South Dakota,44.9,73,0.3,44.6
SD-099,Minnehaha County,South Dakota,46.1,108,1.5,44.5
SD-101,Moody County,South Dakota,44.3,85,0.6,43.7
SD-102,Oglala Lakota County,South Dakota,48,99,1.3,46.6
SD-103,Pennington County,South Dakota,45.7,86,0.9,44.9
SD-105,Perkins County,South Dakota,43.9,91,1,42.8
SD-107,Potter County,South Dakota,43.8,90,0.8,43
SD-109,Roberts County,South Dakota,42.8,99,1,41.8
SD-111,Sanborn County,South Dakota,45.4,55,-0.1,45.4
SD-115,Spink County,South Dakota,44.3,93,0.9,43.4
SD-117,Stanley County,South Dakota,46.4,79,0.6,45.8
SD-119,Sully County,South Dakota,45.2,93,0.8,44.3
SD-121,Todd County,South Dakota,47.6,101,1,46.6
SD-123,Tripp County,South Dakota,48,97,1,46.9
SD-125,Turner County,South Dakota,46.9,99,1.1,45.9
SD-127,Union County,South Dakota,47.5,84,0.6,46.9
SD-129,Walworth County,South Dakota,43.3,82,0.6,42.8
SD-135,Yankton County,South Dakota,47.9,101,1.1,46.8
SD-137,Ziebach County,South Dakota,45.3,92,0.9,44.4
TN-001,Anderson County,Tennessee,58.2,121,1.6,56.7
TN-003,Bedford County,Tennessee,59.9,121,1.5,58.4
TN-005,Benton County,Tennessee,60,121,1.5,58.4
TN-007,Bledsoe County,Tennessee,58.1,121,1.8,56.3
TN-009,Blount County,Tennessee,58.9,121,1.5,57.4
TN-011,Bradley County,Tennessee,60.6,121,1.7,58.9
TN-013,Campbell County,Tennessee,56.2,114,1.1,55.1
TN-015,Cannon County,Tennessee,59,121,1.5,57.5
TN-017,Carroll County,Tennessee,59.7,120,1.2,58.5
TN-019,Carter County,Tennessee,54.7,121,1.9,52.8
TN-021,Cheatham County,Tennessee,59.8,121,1.9,57.9
TN-023,Chester County,Tennessee,60.5,120,1.4,59.1
TN-025,Claiborne County,Tennessee,56,92,0.6,55.4
TN-027,Clay County,Tennessee,58.7,120,1.6,57.1
TN-029,Cocke County,Tennessee,58.5,121,1.8,56.7
TN-031,Coffee County,Tennessee,58.8,121,1.4,57.4
TN-033,Crockett County,Tennessee,60.4,120,1.4,59
TN-035,Cumberland County,Tennessee,56.2,120,1.4,54.7
TN-037,Davidson County,Tennessee,60.3,121,1.9,58.3
TN-039,Decatur County,Tennessee,60.6,121,1.5,59.1
TN-041,DeKalb County,Tennessee,59.2,121,1.6,57.6
TN-043,Dickson County,Tennessee,59.3,121,1.9,57.4
TN-045,Dyer County,Tennessee,60.2,120,1.2,59
TN-047,Fayette County,Tennessee,61.3,118,1.3,60
TN-049,Fentress County,Tennessee,56.8,121,2.3,54.5
TN-051,Franklin County,Tennessee,59.6,121,1.7,57.9
TN-053,Gibson County,Tennessee,59.8,117,1.1,58.7
TN-055,Giles County,Tennessee,59.2,106,0.8,58.4
TN-057,Grainger County,Tennessee,57.8,120,1.2,56.6
TN-059,Greene County,Tennessee,58.2,121,1.5,56.7
TN-061,Grundy County,Tennessee,57.3,121,1.6,55.7
TN-063,Hamblen County,Tennessee,58.7,121,1.5,57.2
TN-065,Hamilton County,Tennessee,60.6,121,1.9,58.7
TN-067,Hancock County,Tennessee,56.8,117,1,55.7
TN-069,Hardeman County,Tennessee,60.9,120,1.4,59.5
TN-071,Hardin County,Tennessee,60.8,121,1.3,59.5
TN-073,Hawkins County,Tennessee,58,121,1.5,56.5
TN-075,Haywood County,Tennessee,60.9,118,1.5,59.4
TN-077,Henderson County,Tennessee,60.2,121,1.4,58.8
TN-079,Henry County,Tennessee,59.2,114,1,58.2
TN-081,Hickman County,Tennessee,59.5,121,1.6,57.8
TN-083,Houston County,Tennessee,59.5,121,1.7,57.8
TN-085,Humphreys County,Tennessee,59.7,121,1.7,58
TN-087,Jackson County,Tennessee,59,116,1.4,57.6
TN-089,Jefferson County,Tennessee,59.4,121,1.9,57.5
TN-091,Johnson County,Tennessee,53.2,121,1.9,51.3
TN-093,Knox County,Tennessee,59.4,121,1.6,57.8
TN-095,Lake County,Tennessee,59.6,110,0.9,58.8
TN-097,Lauderdale County,Tennessee,60.9,120,1.2,59.7
TN-099,Lawrence County,Tennessee,59.5,120,1.4,58
TN-101,Lewis County,Tennessee,59.4,121,1.6,57.7
TN-103,Lincoln County,Tennessee,59.9,117,1,58.9
TN-105,Loudon County,Tennessee,59.9,121,1.6,58.3
TN-107,McMinn County,Tennessee,60.3,121,1.9,58.4
TN-109,McNairy County,Tennessee,60.7,120,1.2,59.5
TN-111,Macon County,Tennessee,58.3,110,1.2,57.1
TN-113,Madison County,Tennessee,60.5,121,1.5,59
TN-115,Marion County,Tennessee,59.3,121,1.6,57.7
TN-117,Marshall County,Tennessee,59.7,121,1.5,58.3
